question,subject,choices,answer,c,b,a,d,Ñ,e,output,the,Ð°,Unnamed: 13,sol,.,choice,solution,**,?,f,none,cho,}',source,'},(,8,r,ad,band,financial,fin,____,n,human,3,an,ac,care,ab,it,dc,cd,db,sp,business,g,material,1,social,4,david,cf,cif,fr,i,ex,book,sal,belief,john,ce,wrong,m,ne,letter,french,ind,individual,article,emp,country,national,provided,given,",",listed,directly,presented,mentioned,accurately
"This question refers to the following information.
In order to make the title of this discourse generally intelligible, I have translated the term ""Protoplasm,"" which is the scientific name of the substance of which I am about to speak, by the words ""the physical basis of life."" I suppose that, to many, the idea that there is such a thing as a physical basis, or matter, of life may be novelâso widely spread is the conception of life as something which works through matter. â¦ Thus the matter of life, so far as we know it (and we have no right to speculate on any other), breaks up, in consequence of that continual death which is the condition of its manifesting vitality, into carbonic acid, water, and nitrogenous compounds, which certainly possess no properties but those of ordinary matter.
Thomas Henry Huxley, ""The Physical Basis of Life,"" 1868
From the passage, one may infer that Huxley argued that ""life"" was",high_school_european_history,"['a force that works through matter' 'essentially a philosophical notion'
 'merely a property of a certain kind of matter'
 'a supernatural phenomenon']",2,0.9998568165658452,4.5392613201869424e-05,2.753201163141025e-05,8.938335507476124e-06,6.143222164525003e-06,2.9018526765788703e-06,1.994412233243544e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
The various modes of worship which prevailed in the Roman world were all considered by the people as equally true; by the philosopher as equally false; and by the magistrate as equally useful.
Edward Gibbon, The Decline and Fall of the Roman Empire, 1776â1788
Gibbon's interpretation of the state of religious worship in ancient Rome could be summarized as",high_school_european_history,"[""In ancient Rome, religious worship was decentralized and tended to vary with one's social position.""
 'In ancient Rome, religious worship was the source of much social tension and turmoil.'
 'In ancient Rome, religious worship was homogeneous and highly centralized.'
 'In ancient Rome, religious worship was revolutionized by the introduction of Christianity.']",0,5.421751971693048e-06,2.144344502069192e-05,0.9999124397367988,1.1477849014143984e-05,,,,6.96166733463075e-06,4.784679321601038e-06,2.260122477115899e-06,1.6535409275915903e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following quote is from Voltaire in response to the 1755 Lisbon earthquake.
My dear sir, nature is very cruel. One would find it hard to imagine how the laws of movement cause such frightful disasters in the best of possible worlds. A hundred thousand ants, our fellows, crushed all at once in our ant-hill, and half of them perishing, no doubt in unspeakable agony, beneath the wreckage from which they cannot be drawn. Families ruined all over Europe, the fortune of a hundred businessmen, your compatriots, swallowed up in the ruins of Lisbon. What a wretched gamble is the game of human life! What will the preachers say, especially if the palace of the Inquisition is still standing? I flatter myself that at least the reverend father inquisitors have been crushed like others. That ought to teach men not to persecute each other, for while a few holy scoundrels burn a few fanatics, the earth swallows up one and all.
âVoltaire, in a letter, 1755
The ideas expressed by Voltaire, above, best illustrate which of the following characteristics of Enlightenment intellectuals?",high_school_european_history,"['Many were accomplished scientists, who added important pieces to human understanding of the universe.'
 'They utilized new methods of communicating their ideas, such as salons and inexpensive printed pamphlets.'
 'Most rejected religion altogether and adopted atheism as the only credo of a rational man.'
 'Many believed that the new scientific discoveries justified a more tolerant and objective approach to social and cultural issues.']",3,2.428199722270397e-05,0.0006262406636269,3.117870160189305e-05,0.9992279545457315,,7.883210310739439e-06,1.6688756358796602e-05,6.956908681650502e-06,,,1.0122242404084307e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following memoir.
Not only did he expect all persons of distinction to be in continual attendance at Court, but he was quick to notice the absence of those of inferior degree; at his lever, his couches, his meals, in the gardens of Versailles (the only place where the courtiers in general were allowed to follow him), he used to cast his eyes to right and left; nothing escaped him[;] he saw everybody. If anyone habitually living at Court absented himself he insisted on knowing the reason; those who came there only for flying visits had also to give a satisfactory explanation; anyone who seldom or never appeared there was certain to incur his displeasure. If asked to bestow a favor on such persons he would reply haughtily: ""I do not know him""; of such as rarely presented themselves he would say, ""He is a man I never see""; and from these judgments there was no appeal.
No one understood better than Louis XIV the art of enhancing the value of a favor by his manner of bestowing it; he knew how to make the most of a word, a smile, even of a glance.
He loved splendor, magnificence, and profusion in all things, and encouraged similar tastes in his Court; to spend money freely on equipages and buildings, on feasting and at cards, was a sure way to gain his favor, perhaps to obtain the honor of a word from him. Motives of policy had something to do with this; by making expensive habits the fashion, and, for people in a certain position, a necessity, he compelled his courtiers to live beyond their income, and gradually reduced them to depend on his bounty for the means of subsistence.
âDuke Saint-Simon, Memoirs of Louis XIV and His Court and His Regency, c. 1750
Which of the following is the best explanation of the bias found in the document above?",high_school_european_history,"['The duke, as a member of the French nobility, is sympathetic to King Louis.'
 'The duke, as a member of the French nobility, is biased against the king because of his suppression of the nobility.'
 'The duke, as a member of the French nobility, supported the extension of the administrative, financial, military, and religious control of the central state over the French population.'
 ""The duke, as a member of the French nobility, supported King Louis's preservation of the aristocracy's social position and legal privileges, while he removed their power.""]",1,0.0040666479504836,0.000485691835622,0.0001576810528104,0.9951149538895784,,,,1.4666622585368168e-05,,,,1.294324900296468e-05,1.0080212458997073e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
For the catastrophe of 1914 the Germans are responsible. â¦ Germany, in this matter, was unfortunate enough to allow herself (in spite of her skill at dissimulation) to be betrayed into an excess of candour by her characteristic tendency to go to extremes. Deutschland Ã¼ber alles. Germany above everything! â¦ There you have the ultimate framework of an old but childish race.
Georges Clemenceau, Grandeur and Misery of Victory, 1930
From the passage, one may infer that Clemenceau believed",high_school_european_history,"['that the lyrics from the popular song Deutschland Ã¼ber alles (which eventually became the German national anthem) were the reason Germany started the war'
 ""that the lyrics from the popular song Deutschland Ã¼ber alles (which eventually became the German national anthem) were evidence of Germany's aggressive attitude""
 'that the reason Germany lost the war was that it was betrayed from within'
 'that Germany provided the ultimate framework for modern warfare']",1,7.888549909074819e-06,0.999903865483786,6.143608846485328e-06,,,3.2884368474316426e-06,,,,5.421715777714621e-06,1.8923647482105974e-05,4.784647380527184e-06,,3.2884368474316426e-06,2.260107389220952e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
In Russia there was nothing going on well, and [Souvarine] was in despair over the news he had received. His old companions were all turning to the politicians; the famous Nihilists who made Europe tremble-sons of village priests, of the lower middle class, of tradesmen-could not rise above the idea of national liberation, and seemed to believe that the world would be delivered-when they had killed their despot&â¦
""Foolery! They'll never get out of it with their foolery.""
Then, lowering his voice still more, in a few bitter words he described his old dream of fraternity. He had renounced his rank and his fortune; he had gone among workmen, only in the hope of seeing at last the foundation of a new society of labour in common. All the sous in his pockets had long gone to the urchins of the settlement; he had been as tender as a brother with the colliers, smiling at their suspicion, winning them over by his quiet workmanlike ways and his dislike of chattering. But decidedly the fusion had not taken place.
His voice changed, his eyes grew bright, he fixed them on Ã©tienne, directly addressing him:
""Now, do you understand that? These hatworkers at Marseilles who have won the great lottery prize of a hundred thousand francs have gone off at once and invested it, declaring that they are going to live without doing anything! Yes, that is your idea, all of you French workmen; you want to unearth a treasure in order to devour it alone afterwards in some lazy, selfish corner. You may cry out as much as you like against the rich, you haven't got courage enough to give back to the poor the money that luck brings you. You will never be worthy of happiness as long as you own anything, and your hatred of the bourgeois proceeds solely from an angry desire to be bourgeois yourselves in their place.""
Ã©mile Zola, French writer, Germinal, 1885
A nineteenth-century Russian historian evaluating this passage would probably be most interested in",high_school_european_history,"['the Russian interest in French culture'
 'the spirit of camaraderie amongst the miners'
 'the sense of continual class struggle' 'the need for noblesse oblige']",2,0.9839890610297676,4.467246080536215e-05,1.7321392796215676e-06,0.0159044976995577,1.7321392796215676e-06,1.1294966933631144e-05,,,,,3.0702903368735324e-05,,2.224110860277288e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Florence is more beautiful and five hundred forty years older than your Venice. â¦ We have round about us thirty thousand estates, owned by nobleman and merchants, citizens and craftsman, yielding us yearly bread and meat, wine and oil, vegetables and cheese, hay and wood, to the value of nine thousand ducats in cash. â¦ We have two trades greater than any four of yours in Venice put togetherâthe trades wool and silk. â¦ Our beautiful Florence contains within the city â¦ two hundred seventy shops belonging to the wool merchant's guild, from whence their wares are sent to Rome and the Marches, Naples and Sicily, Constantinople â¦ and the whole of Turkey. It contains also eighty-three rich and splendid warehouses of the silk merchant's guild.
Benedetto Dei, ""Letter to a Venetian,"" 1472
From the passage, one may argue that wealth in Renaissance Italy was measured in",high_school_european_history,"['the size of landed estates'
 'the number of estates owned by an individual'
 'the monetary value of goods' 'the amount of gold held']",2,0.9989554255799212,0.0007094081271447,9.600794981749194e-05,5.823176514046079e-05,,,3.812401035240111e-05,,,,6.598523458826388e-05,,,,,1.0119163462538036e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The pair of excerpts below is written by explorer Christopher Columbus and the Dominican Bishop of Chiapas, Mexico, Bartholomew de las Casas.
Source 1
Indians would give whatever the seller required. . . . Thus they bartered, like idiots, cotton and gold for fragments of bows, glasses, bottles, and jars; which I forbad as being unjust, and myself gave them many beautiful and acceptable articles which I had brought with me, taking nothing from them in return; I did this in order that I might the more easily conciliate them, that they might be led to become Christians, and be inclined to entertain a regard for the King and Queen, our Princes and all Spaniards, and that I might induce them to take an interest in seeking out, and collecting and delivering to us such things as they possessed in abundance, but which we greatly needed.
âChristopher Columbus: letter to Raphael Sanchez, 1493
Source 2
It was upon these gentle lambs . . . that from the very first day they clapped eyes on them the Spanish fell like ravening wolves upon the fold, or like tigers and savage lions who have not eaten meat for days. The pattern established at the outset has remained unchanged to this day, and the Spaniards still do nothing save tear the natives to shreds, murder them and inflict upon them untold misery, suffering and distress, tormenting, harrying and persecuting them mercilessly. We shall in due course describe some of the many ingenious methods of torture they have invented and refined for this purpose, but one can get some idea of the effectiveness of their methods from the figures alone. When the Spanish first journeyed there, the indigenous population of the island of Hispaniola stood at some three million; today only two hundred survive. Their reason for killing and destroying such an infinite number of souls is that the Christians have an ultimate aim, which is to acquire gold, and to swell themselves with riches in a very brief time and thus rise to a high estate disproportionate to their merits.
âBartholomew de las Casas: A Short Account of the Destruction of the Indies, 1542
Which of the following would best account for the differences between the interactions of the Spaniards and the natives as described in the two accounts?",high_school_european_history,"['De las Casas was exaggerating to support the start of African slavery.'
 'Columbus was biased in favor of himself in his writings.'
 ""Columbus's men were nicer to the natives than were later expeditions.""
 'De las Casas wanted the Spanish to leave the Americas.']",1,0.0053346192970513,0.896915686967061,0.0028546701385426,0.0945336692922383,,0.0003409417280685,,,,,,,,,,,5.510809776515474e-06,2.0273136209866336e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following petition to answer questions.
The Scribbling-Machines have thrown thousands of your petitioners out of employ, whereby they are brought into great distress, and are not able to procure a maintenance for their families, and deprived them of the opportunity of bringing up their children to labour. â¦ The number of Scribbling-Machines extending about seventeen miles south-west of Leeds exceed all belief, being no less than one hundred and seventy! And as each machine will do as much work in twelve hours, as ten men can in that time do by hand, â¦ [And, as the machines do] as much work in one day as would otherwise employ twenty men, â¦ [a] full four thousand men are left to shift for a living how they can, and must of course fall to the Parish, if not timely relieved. â¦ How are those men, thus thrown out of employ to provide for their families; and what are they to put their children apprentice to, that the rising generation may have something to keep them at work, in order that they may not be like vagabonds strolling about in idleness? â¦ Many more evils we could enumerate, but we would hope, that the sensible part of mankind, who are not biased by interest, must see the dreadful tendency of their continuance; a depopulation must be the consequence; trade being then lost, the landed interest will have no other satisfaction but that of being last devoured.
Leeds Woolen Workers Petition, 1786
This document can be used as evidence for",high_school_european_history,"['the spread of revolutionary ideas among the British working class in the eighteenth century'
 'the rise of the Luddite movement in Britain in the eighteenth century'
 'the replacing of traditional laborers by machines in the industrialization of Britain in the eighteenth century'
 'an increase in the use of child labor in eighteenth-century Britain']",2,0.997001729161186,0.002471232150491,2.1380347342201065e-05,0.0002028510876723,,2.4227107516846568e-05,,,,,8.456091410109627e-05,,4.526219567862441e-05,,,,,,1.144407526061874e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Florence is more beautiful and five hundred forty years older than your Venice. â¦ We have round about us thirty thousand estates, owned by nobleman and merchants, citizens and craftsman, yielding us yearly bread and meat, wine and oil, vegetables and cheese, hay and wood, to the value of nine thousand ducats in cash. â¦ We have two trades greater than any four of yours in Venice put togetherâthe trades wool and silk. â¦ Our beautiful Florence contains within the city â¦ two hundred seventy shops belonging to the wool merchant's guild, from whence their wares are sent to Rome and the Marches, Naples and Sicily, Constantinople â¦ and the whole of Turkey. It contains also eighty-three rich and splendid warehouses of the silk merchant's guild.
Benedetto Dei, ""Letter to a Venetian,"" 1472
The passage may be used as evidence for the existence of which of the following Renaissance cultural characteristics?",high_school_european_history,"['Pride in the mastery of the military arts' 'Chivalry' 'Civic pride'
 'Patronage of the arts']",2,0.9999394450402193,2.4299116364022573e-05,3.72639018436574e-06,6.143778759891968e-06,,2.260169896870034e-06,3.2885277955244054e-06,,,9.421789880258084e-07,1.1478089831526125e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The assumption by a government of the office of Reliever-general to the poor is necessarily forbidden by the principle that a government cannot rightly do anything more than protect. In demanding from a citizen contributions for the mitigation of distress â¦ the state is â¦ reversing its function. â¦ To enforce the fundamental lawâto take care that every man has freedom to do all that he wills, provided he infringes not the equal freedom of any other man. â¦ [But that] is quite a separate thing from insuring him satisfaction. â¦
The poverty of the incapable, the distresses that come upon the imprudent, the starvation of the idle, and those shoulderings aside of the weak by the strong â¦ are the decrees of a large, farseeing benevolence. â¦ When regarded not separately, but in connection with the interests of universal humanity, these harsh fatalities are seen to be full of the highest beneficence.
Herbert Spencer, Social Statistics: Survival of the Fittest Applied to Humankind, 1851
From the passage, one may infer that Spencer advocated which social philosophy?",high_school_european_history,"['Utopian socialism' 'Social conservatism' 'Romanticism'
 'Social Darwinism']",3,6.9602400608425165e-06,5.827737652219107e-05,6.1423902949387365e-06,0.9997160221198882,,7.886985257917451e-06,2.1439048707921383e-05,1.012708953220753e-05,,,,,,,,,,,,1.3003440356426835e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following governmental regulation.
Press Law
So long as this decree shall remain in force no publication which appears in the form of daily issues, or as a serial not exceeding twenty sheets of printed matter, shall go to press in any state of the union without the previous knowledge and approval of the state officials. Writings which do not belong to one of the above-mentioned classes shall be treated according to the laws now in force, or which may be enacted, in the individual states of the union. . . . Each state of the union is responsible, not only to the state against which the offense is directly committed, but to the whole Confederation, for every publication appearing under its supervision in which the honor or security of other states is infringed or their constitution or administration attacked. . . .
âCarlsbad Resolutions adopted by the Germanic States, 1819
The Carlsbad Resolutions were another of Metternich's schemes, like the Concert of Europe, which aimed to accomplish which of the following?",high_school_european_history,"['Establish control of European states by democracy in the tradition of the Enlightenment.'
 ""Suppress all voices in government other than his own and control all aspects of his citizens' lives.""
 'Suppress all nationalist revolutions across the continent.'
 'Suppress all speech but that of monarchs and the churches that they approve of.']",2,0.9983034953454984,8.467372900245461e-05,1.889326271268245e-05,0.0001581913519095,,,0.0007103329610447,8.383834507408001e-06,,,0.0005521423343507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
In Russia there was nothing going on well, and [Souvarine] was in despair over the news he had received. His old companions were all turning to the politicians; the famous Nihilists who made Europe tremble-sons of village priests, of the lower middle class, of tradesmen-could not rise above the idea of national liberation, and seemed to believe that the world would be delivered-when they had killed their despot&â¦
""Foolery! They'll never get out of it with their foolery.""
Then, lowering his voice still more, in a few bitter words he described his old dream of fraternity. He had renounced his rank and his fortune; he had gone among workmen, only in the hope of seeing at last the foundation of a new society of labour in common. All the sous in his pockets had long gone to the urchins of the settlement; he had been as tender as a brother with the colliers, smiling at their suspicion, winning them over by his quiet workmanlike ways and his dislike of chattering. But decidedly the fusion had not taken place.
His voice changed, his eyes grew bright, he fixed them on Ã©tienne, directly addressing him:
""Now, do you understand that? These hatworkers at Marseilles who have won the great lottery prize of a hundred thousand francs have gone off at once and invested it, declaring that they are going to live without doing anything! Yes, that is your idea, all of you French workmen; you want to unearth a treasure in order to devour it alone afterwards in some lazy, selfish corner. You may cry out as much as you like against the rich, you haven't got courage enough to give back to the poor the money that luck brings you. You will never be worthy of happiness as long as you own anything, and your hatred of the bourgeois proceeds solely from an angry desire to be bourgeois yourselves in their place.""
Ã©mile Zola, French writer, Germinal, 1885
The radical movement known as anarchism, alluded to in the first paragraph, had been related to all of the following EXCEPT",high_school_european_history,"[""the International Workingman's Association"" 'Pierre-Joseph Proudhon'
 'the Congress of Vienna' 'the Paris Commune']",2,0.99935439312059,1.669060267496442e-05,4.536976195738571e-05,0.0001794408894421,,,,,,,0.0003413798458831,,5.41864534012507e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the documents below.
Source 1
If then by the Use of Machines, the Manufacture of Cotton, an Article which we import, and are supplied with from other Countries, and which can everywhere be procured on equal Terms, has met with such amazing Success, may not greater Advantages be reasonably expected from cultivating to the utmost the Manufacture of Wool, the Produce of our own Island, an Article in Demand in all Countries, almost the universal Clothing of Mankind?
In the Manufacture of Woollens, the Scribbling Mill, the Spinning Frame, and the Fly Shuttle, have reduced manual Labour nearly One third, and each of them at its-first Introduction carried an Alarm to the Work People, yet each has contributed to advance the Wages and to increase the Trade, so that if an Attempt was now made to deprive us of the Use of them, there is no Doubt, but every Person engaged in the Business, would exert himself to defend them.
âStatement by the Cloth Merchants of Leeds, 1791
Source 2
Come, cropper lads of high renown,
Who love to drink good ale that's brown,
And strike each haughty tyrant down,
With hatchet, pike, and gun!
Oh, the cropper lads for me,
The gallant lads for me,
Who with lusty stroke,
The shear frames broke,
The cropper lads for me!
What though the specials still advance,
And soldiers nightly round us prance;
The cropper lads still lead the dance,
With hatchet, pike, and gun!
Oh, the cropper lads for me,
The gallant lads for me,
Who with lusty stroke
The shear frames broke,
The cropper lads for me!
âLuddite Song, The Cropper's Song, c. 1812
Which of the following economic theories is Source 1 above referencing in support of the expansion and use of machines?",high_school_european_history,"['Laissez-faire capitalism' 'Mercantilism' 'Industrialization'
 'Bullionism']",1,0.9995480435113998,4.53794117422648e-05,4.00471903036597e-05,8.477990253813853e-05,,2.752400454140709e-05,1.1473712122771398e-05,1.669415263243316e-05,,,5.826831807140615e-05,,,,,,,,,,5.826831807140615e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""A specter is haunting Europe-the specter of Communism. All the powers of old Europe have entered into a holy alliance to exorcise this specter; Pope and Czar, Metternich and Guizot, French radicals and German police spies.
Two things result from this fact.
I. Communism is already acknowledged by all European powers to be in itself a power.
II. It is high time that Communists should openly, in the face of the whole world, publish their views, their aims, their tendencies, and meet this nursery tale of the Specter of Communism with a Manifesto of the party itself.""
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
In this passage, Marx and Engels seem to be chiefly preoccupied with",high_school_european_history,"['provoking fear to drive their readers to action'
 'attacking the extreme communists who threatened to sink the entire movement'
 'demonstrating the understanding of the others in point of fact'
 'explaining the reasons for debunking opponents of communism']",3,0.0001397910930104,0.0001088694127029,4.0050818705821634e-05,0.9996427706916688,,6.959788704929478e-06,,2.2595125753481285e-06,,,4.221325234661411e-06,,,,,,,,,,,2.5603631794407727e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
